cabecalho,data_hora,imagens
"[ACOLHIMENTO] Sabia que ser mulher e apresentar sintomas físicos ligados à Covid-19 são fatores associados a maiores níveis de ansiedade, estresse e depressão? Por isso, o IF Goiano oferece desde junho do ano passado para suas servidoras encontros virtuais temáticos pelo projeto Papo de Mulher.As reuniões são mensais e contam com a presença de convidados e uma psicóloga que, em alguns casos, encaminha as servidoras para o atendimento individual. Simone, Roseli e Frankcione (na sequência) são participantes do projeto e contam como conseguiram, por meio do apoio mútuo que a iniciativa proporciona, manter a saúde mental na pandemia.O Papo de Mulher deu tão certo que será apresentado como experiência exitosa logo mais, na 45ª Reunião Anual dos Dirigentes das Instituições de Educação Profissional e Tecnológica (Reditec).Conheça as histórias dessas três guerreiras no nosso portal, link na bio.#papodemulher #acolhimentopsicológico #superação #saúdemental",2021-11-29 15:37:00,4
"[EVENTO] Contagem regressiva! Está preparado para imergir em um universo de conteúdos on-line ligados ao Ensino, à Pesquisa e à Extensão, preparados especialmente para você? O III Integra começa amanhã, às 19 horas, e vai até sexta-feira, 3. O evento será transmitido no canal do Campus Iporá no YouTube. Não se inscreveu ainda? Corre que dá tempo: https://bit.ly/3riMjjT#integraifgoiano #evento #ensinopesquisaextensão",2021-11-29 13:25:00,1
"[EVENTO] O Programa Bem Viver vai promover essa Live Cultural no dia 2 de dezembro, a partir das 18 horas e você não pode ficar de fora. Acesse o nosso canal no Youtube (youtube.com/ifgoiano) e participe.",2021-11-29 11:34:00,1
Parabéns a todos os profissionais da área.....#ifgoiano #técnico #cursotécnico #segurançadotrabalho #cipeiro #cipa,2021-11-27 11:00:00,1
"[ENEM] O participante que precisa comprovar a presença no segundo dia de aplicação do Enem 2021, que ocorrerá neste domingo, 28, pode emitir a Declaração de Comparecimento, disponível na Página do Participante. Para acessar o documento, é preciso ter em mãos o login e senha únicos cadastrados no portal do Governo Federal (gov.br). A declaração deve ser impressa e apresentada ao chefe de sala antes de o participante entrar na sala de prova, no momento da identificação. É importante lembrar que o Inep não fornece comprovante de presença após a aplicação do exame #enem2021 #boaprova",2021-11-26 13:26:00,1
"[CONCURSO DE MÚSICA] Bora mostrar seu talento para o mundo? O concurso de música Fest IF, que faz parte da programação do III Integra, prorrogou as inscrições até domingo, 28. Assim como o evento, a competição será virtual, mas não menos emocionante!Solte a voz e cruze os dedos: https://bit.ly/3FMvguO#FestIF #inscriçõesprorrogadas #concursodemúsica #integraifgoiano",2021-11-25 19:23:00,1
[NOVEMBRO AZUL] Confira dicas de prevenção para homens. #novembroazul #ifgoiano,2021-11-25 11:43:00,3
"[REDITEC] Já estão prontos para participar da 45a. Reditec? O evento será em formato híbrido e você poderá acompanhar pela TV IFB, no Youtube. Destaque para a palestra de abertura com Leonardo BoffAlém disso, teremos apresentações musicais, experiências exitosas, lançamentos de livros e depoimentos de estudantes e egressos da Rede FederalEsperamos vocês! Quando: 29/11 a 02/12 Onde: TV IFB, no Youtube Inscrição e programação: link na bio (https://www.even3.com.br/reditec2021/ Os participantes terão direito a certificado.",2021-11-24 19:32:00,1
"[EGRESSOS] Realizamos o I Encontro de Egressos do IF Goiano e foi um sucesso. Mas vamos manter contato? Com esse objetivo, fizemos um questionário para preenchimento por egressos, que tem o objetivo de nortear a Política de Egressos da Instituição e criar novos canais com os estudantes que se formaram no IF Goiano. Clique para acessar o questionário: https://bit.ly/30YGUnw",2021-11-24 18:19:00,1
"[ESTUDANTE] Você que é aluno(a) da pós-graduação está convidado(a) para o Webinar Estratégia (Game of Thrones), baseado no livre de George R.R. Martin. Ao longo da oficina, ministrada em parceria com o Sebrae, você aprenderá sobre diferencial estratégico, foco em mensuração e resultados, realização coletiva e construção de ecossistemas. Interessou?Então anota aí: será amanhã, das 19 às 21 horas, via Teams. Faça sua inscrição e receba o link de acesso no seu e-mail: https://bit.ly/webinar_estrategia#webinar #estratégia #gameofthrones #got",2021-11-24 12:07:00,1
"[EVENTO] Tá chegando a hora de compartilhar conhecimentos científicos e tecnológicos das diversas áreas de atuação do IF Goiano, além de interagir com estudantes dos níveis técnico, graduação e pós. Assim, tudo junto e misturado mesmo, do jeito que a gente gosta! Afinal, trata-se do Integra, que neste ano está sendo organizado pelo Campus Iporá. Ainda dá tempo de se inscrever e obter certificação das atividades. Não perca! O evento é todo on-line, de 30 de novembro a 3 de dezembro.#integraifgoiano #inscrevase #faltam7dias",2021-11-23 20:20:00,1
"[ENEM] Fez o Enem? Então fique atento! O Inep divulgará os gabaritos oficiais do Enem 2021 até 1º de dezembro, conforme previsto em edital. O segundo dia do exame será aplicado no próximo domingo, 28 de novembro. Os inscritos resolverão itens de ciências da natureza e suas tecnologias, e matemática e suas tecnologias. Saiba mais acessando o portal do Inep: https://www.gov.br/inep/pt-br",2021-11-23 13:39:00,1
"[EVENTO] Infelizmente nossa Live do Programa Centelha, que ocorreria no dia 25 de novembro, nos nossos canais no Youtube e Facebook precisou ser cancelada.",2021-11-23 13:38:00,1
Parabéns a todos os profissionais da área.....#ifgoiano #engenheiro #eletricista #engenhariaeletrica,2021-11-23 11:00:00,1
[AULAS PRESENCIAIS] Quer saber tudo sobre o retorno às aulas presenciais no IF Goiano? A gente reuniu informações de todas as nossas unidades em uma única página no nosso portal. Acesse e confira: https://bit.ly/3kZ1M4C#retornopresencial #aulaspresenciais,2021-11-22 15:53:00,1
"[EVENTO] O Programa Bem Viver vai promover essa Live Cultural no dia 2 de dezembro, a partir das 18 horas e você não pode ficar de fora. Acesse o nosso canal no Youtube (youtube.com/ifgoiano) e participe.",2021-11-22 15:51:00,1
#DiaDaConsciênciaNegra #IFGoiano #racismonão #20denovembro,2021-11-20 10:00:00,1
[ENEM 2021] O primeiro dia do Enem acontece neste final de semana. Confira como acessar seu cartão com o local de prova. Boa sorte e sucesso!#enem2021 #cartaodeacesso #boaprova,2021-11-19 12:26:00,1
[ANIVERSÁRIO] Hoje é aniversário de Iporá. Temos orgulho de fazer parte dessa história. Esperamos seguir contribuindo com o desenvolvimento da cidade para torná-la cada vez melhor....#iporá #campusiporá #ifgoiano #aniversariodeiporá #lago #pordosol,2021-11-19 11:00:00,1
"[EGRESSOS] É hoje o nosso Encontro Institucional de Egressos! O evento está marcado para às 19 horas, no nosso canal oficial do YouTube: https://bit.ly/3oYUIGLSerá um momento de muita alegria e nostalgia, com participação de convidados(as) e atrações artísticas, sorteios e painel de fotos. Não perca!#encontrodeegressos #egressosifgoiano #evento",2021-11-18 19:13:00,1
"[PROCESSO SELETIVO] Divulgamos hoje o nosso edital para cursos superiores. São mais de1,5 mil vagas disponíveis em nossas unidades de  Ceres, Catalão, Cristalina, Hidrolândia Iporá, Morrinhos, Posse, Rio Verde, Trindade e Urutaí.  Interessados podem se inscrever entre os dias 23 de novembro e 7 de janeiro, pela internet. A nossa seleção utililiza a nota do Enem dos anos de 2019, 2020 ou 2021. Acesse o www.ifgoiano.edu.br/superior e saiba mais. #processoseletivo #cursossuperiores #ifgoiano",2021-11-18 13:22:00,1
"[SAÚDE MENTAL] Mais que natural sentir-se inseguro(a) durante o retorno das atividades presenciais, né? Mas você não está sozinho(a)! O IF Goiano conta com suporte psicológico para servidores(as) e estudantes. Segue o fio, veja dicas e como procurar ajuda. #saúdemental #retornopresencial #vocênãoestásozinho",2021-11-16 17:15:00,4
"[EVENTO] Falta só uma semana para o nosso Encontro Institucional de Egressos! O evento está marcado para 18 de novembro, no nosso canal oficial do YouTube.Será um momento de muita alegria e nostalgia, com participação de convidados(as) e atrações artísticas, sorteios e painel de fotos. Não perca!#encontrodeegressos #egressosifgoiano #evento Hoje",2021-11-11 11:54:00,1
"[#TBT] Festa Junina que aconteceu no Campus Cristalina, em 2018.....#tbt #ifgoiano #campuscristalina #cristalina #festajunina #arraiá",2021-11-11 11:00:00,1
Parabéns a todos os profissionais (e futuros profissionais) da área.....#ifgoiano #técnico #cursotécnico #eletrotécnica,2021-11-09 11:00:00,1
"[EVENTO] Pra você que já estudou no IF Goiano e bate aquela saudade... Tá chegando o nosso Encontro Institucional de Egressos! O evento está marcado para 18 de novembro, no nosso canal oficial do YouTube.Será um momento de muita alegria e nostalgia, com participação de convidados(as) e atrações artísticas, sorteios e painel de fotos. Não perca!#encontrodeegressos #egressosifgoiano #evento",2021-11-08 12:40:00,1
[ANIVERSARIO] Hoje é aniversário de Hidrolândia. Temos orgulho de fazer parte dessa história. Esperamos seguir contribuindo com o desenvolvimento da cidade para torná-la cada vez melhor....#hidrolândia #campusavançadohidrolândia #ifgoiano #aniversariodehidrolândia,2021-11-05 11:00:00,1
"[PÓS-GRADUAÇÃO] Estão abertas as inscrições para o 11° Seminário de Avaliação dos Programas de Pós-Graduação do IF Goiano e 10° Congresso de Pesquisa e Pós-Graduação no Campus Rio Verde. Os eventos ocorrerão nos dias 9, 10 e 11 de novembro, em formato virtual, com atividades realizadas no canal do Youtube do IF Goiano e no Google Meet. Vai lá no nosso portal e confira mais informações.#ifgoiano #posgraduacao #evento",2021-11-03 17:34:00,1
[FEIRA AGROECOLÓGICA] A Feira Agroecológica agora está com cadastro Virtual para os pedidos. Basta acessa ro link https://feiraifesgo.cestaagroecologica.com.brOs pedidos só poderão ser realizados mediante aprovação deste cadastro. Acesse e faça seu pedido!!!,2021-10-29 20:48:00,1
"[ENEM 2021] Você pode estudar para o Enem 2021 por meio de provas e gabaritos de edições anteriores! Esse método é comumente utilizado por interessados em participar do exame. Nos Cadernos de Questões e gabaritos oficiais, o estudante terá o entendimento da estrutura utilizada em exames anteriores e, assim, pode se preparar melhor para realizar a prova. Os materiais completos estão disponíveis no portal do Inep.",2021-10-29 19:36:00,1
"[PESQUISA IF GOIANO] Mais um estudo do IF Goiano mudando a realidade econômica das regiões de sua abrangência! Sob coordenação do Campus Cristalina, pesquisadores constataram que a utilização do adubo orgânico na produção de cebola se equipara ao uso do adubo mineral. Porém, torna a cultura sustentável e econômica. O estudo teve financiamento do CNPq e participação de estudantes de cursos técnicos e superiores da unidade. A pesquisa  foi solicitada pelos próprios agricultores do município, que é referência nacional no cultivo da hortaliça.  Saiba mais sobre o assunto: https://bit.ly/3jRncQG#pesquisaifgoiano #produçãodecebola #campuscristalina",2021-10-29 18:36:00,4
"[PRORROGADO] Queremos entender os motivos pelos quais nossos estudantes desistem ou decidem seguir seus cursos até o fim. Para isso, precisamos que nos ajudem a preencher o Raio-X da Permanência até o dia 5 de novembro. A pesquisa vale para quem cursa ensino médio, técnico ou superior, seja graduação ou pós, presencial e a distância. O link da pesquisa: https://bit.ly/3bkUKC3Contamos com o apoio de todos(as)!#evasão #permanência #pesquisa",2021-10-29 16:27:00,1
"Conta pra gente aqui nos comentários, com nome e autor.....#ifgoiano #diadolivro #livro #leitura #literatura",2021-10-29 13:00:00,1
"[PÓS-GRADUAÇÃO]  Estão abertas as inscrições para o 11° Seminário de Avaliação dos Programas de Pós-Graduação do IF Goiano e 10° Congresso de Pesquisa e Pós-Graduação no Campus Rio Verde. Os eventos ocorrerão nos dias 9, 10 e 11 de novembro, em formato virtual, com atividades realizadas no canal do Youtube do IF Goiano e no Google Meet. Vai lá no nosso portal e confira mais informações.#ifgoiano #posgraduacao #evento",2021-10-28 13:54:00,1
"[SERVIDOR PÚBLICO] Nesse dia do servidor público, também aproveitamos para divulgar esse vídeo produzido para  a II Semana de Valorização do Servidor Público do IF Goiano. O vídeo destaca como nossa equipe precisou se reinventar nesses dois últimos anos para fazer acontecer.Parabéns!!!#ifgoiano#soumaisifgoiano#semanadoservidorifgoiano",2021-10-28 13:39:00,1
"[#TBT] Colação de grau do mês de março de 2020, último evento presencial do IF Goiano - Campus Rio Verde. Aconteceu uma semana antes da interrupção das atividades presenciais.A solenidade também foi o último ato do então reitor do IF Goiano, professor Vicente Pereira de Almeida, no Campus Rio Verde. Como gesto de reconhecimento, um grupo de ex-alunos do professor Vicente prestou-lhe uma homenagem dirigindo-lhe palavras de agradecimento pelo que ele representou e ainda representa na vida de cada um. Ao todo foram 140 formandos, dentre os cursos de Agronegócio, Agronomia, Bacharelado em Ciências Biológicas, Ciência da Computação, Engenharia Ambiental, Engenharia de Alimentos, Licenciatura em Ciências Biológicas, Licenciatura em Química, Saneamento Ambiental e Zootecnia além dos cursos técnicos em Administração, Agropecuária, Alimentos, Biotecnologia, Contabilidade, Edificações, Química, Segurança do Trabalho e Proeja/Administração....#tbt #ifgoiano #campusrioverde #rioverde #formatura #colação",2021-10-28 13:00:00,4
"Parabéns servidor(a), você faz toda a diferença!....#ifgoiano #diadoservidor #servidorpúblico #serviçopúblico #28deoutubro",2021-10-28 12:00:00,1
"[ENEM 2021] Inscritos para o Enem 2021 já podem iniciar a contagem regressiva! As provas deste ano serão realizadas nos dias 21 e 28 de novembro. Nesta edição, o Inep registrou 3.109.762 inscrições confirmadas. O número corresponde ao total de participantes das duas modalidades do exame, impressa e digital. Separadamente, 3.040.871 inscritos farão a versão em papel. Já para a versão digital, foram confirmados 68.891 participantes.",2021-10-27 20:33:00,1
Parabéns a todos os profissionais da área.....#ifgoiano #matemática #math #matemático,2021-10-26 13:00:00,1
"[III INTEGRA IF GOIANO] Hoje é o último dia para a submissão de trabalhos científicos no III Integra IF Goiano Para fazer a submissão basta acessar o site do evento e preencher o formulário de submissão. As apresentações de trabalhos científicos acontecerão nos dias 01 e 02 de dezembro de 2021 das 14h às 17h via Google Meet. As apresentações serão orais, sendo destinados 15 minutos para os bolsistas CNPq e 05 minutos para os demais tipos de bolsas. Os eixos temáticos para submissão de trabalhos são Ensino, Extensão e Pesquisa.#integraifgoiano #evento #ifgoiano",2021-10-25 13:51:00,1
Parabéns a todos os profissionais e futuros profissionais da área.....#ifgoiano #engenharia #civil,2021-10-25 13:00:00,1
"[SEMANA DO SERVIDOR] Apitou, começou! Iniciamos a programação da II Semana de Valorização do Servidor do IF Goiano ontem, com a corrida virtual dos servidores. Mas hoje é que a programação esquenta. Acesse o nosso portal, confira e participe das atividades.#ifgoiano #semanadoservidor",2021-10-25 12:45:00,4
"[ANIVERSÁRIO] Parabéns Goiânia, pelos seus 88 anos! O IF Goiano se orgulha em fazer parte desta história. ...#IFGoiano #Goiânia #AniversáriodeGoiânia #88anos",2021-10-24 12:00:00,1
"[SNCT] Tá rolando a programação da Semana Nacional de Ciência e Tecnologia do IF Goiano, tá sabendo? Ainda hoje, temos, a partir das 19 horas, a palestra ""Estágio na Informática: As diversas áreas de atuação de egressos com habilitação para análise, projeto e desenvolvimento de sistemas.""Na segunda-feira, no mesmo horário, teremos a palestra ""A transversalidade da ciência, tecnologia e inovações para o planeta"". Encerrando a programação, no dia 26 de outubro, temos três atividades: As palestra ""A mulher na ciência"", ""Os reflexos do exercício físico na qualidade de vida, longevidade e mortalidade"" e o minicurso ""Práticas pedagógicas e educação do campo"".Acesse eventos.ifgoiano.edu.br/SNCT2021 e confira a programação.",2021-10-22 21:12:00,1
"[SEMANA SERVIDOR} CORRIDA VIRTUAL. Dia: 24/10/2021 REGRASMarque seu tempo e nos envie Por e-mail (dgp@ifgoiano.edu.br)Aplicativo Strava Distância 5 kmAnimados???Vamos lá, pessoas!!!Quem bater o tempo do Elias vai poder pedir música no fantástico #ifgoiano#soumaisifgoiano#semanadoservidor",2021-10-22 18:04:00,1
[RETORNO] Divulgada nova portaria de retomada das atividades presenciais no IF Goiano.Documento garante trabalho remoto para servidores em grupo de risco por meio de autodeclaração no SUAP. Confira mais informações: https://bit.ly/3C1drqh,2021-10-22 13:10:00,1
"[PMIPES] Algum estudante interessado em cursar componentes curriculares de suas graduações em outras Instituições Públicas de Ensino Superior de Goiás? Quem qiuser só tem até hoje para solicitar inscrição no Programa de Mobilidade Estudantil (Pmipes).O projeto é válido entre IF Goiano, Instituto Federal de Goiás (IFG), Universidade Federal de Goiás (UFG), Universidade Estadual de Goiás (UEG), Universidade de Jataí (UFJ) e Universidade de Catalão (UFCAT). Acesse nosso portal e saiba mais. #ifhgoiano #mobilidadeestudantil",2021-10-22 11:00:00,1
"[#TBT] Feira de Ciências e Cultura de 2008. A Feira de Ciências, hoje Feira de Ciência e Tecnologia, é um evento tradicional do Campus desde quando ainda não éramos IF Goiano (ou seja, desde a EAFCe). A Feira sempre foi conhecida por reunir dezenas de trabalhos dos cursos técnicos e apresentá-las à comunidade, e é um período em que o Campus mais recebe visitas, seja da sociedade em geral, seja de outras escolas. Em 2021 realizaremos a 22ª edição da Feira, com abertura nesta segunda-feira, dia 25 de outubro....#ifgoiano #tbt #ceres #campusceres #feiradeciências #tecnologia",2021-10-21 13:00:00,4
[SERVIDORES] Tá chegando a II Semana de Valorização do Servidor do IF Goiano e a programação tá legal demais. O evento começa no dia 25 de outubro com um monte de coisa legal na programação. Corre lá no portal e confere o link para se inscrever nas oficinas.#semanadoservidor #ifgoiano,2021-10-20 19:08:00,4
Parabéns aos profissionais de TI e a todos que buscam transformar ideias inovadoras em realidade.Tem dúvida sobre registro de patente? Visite a página do Núcleo de Inovação Tecnológica do IF Goiano e saiba mais: bit.ly/3jjMhUb...#ifgoiano #inovação #TI #IT #patente #software,2021-10-19 17:54:00,3
"[SERVIDORES] O evento se encerra no dia 27 de outubro, com discussão sobre o futuro do trabalho e oficina sobre coloração pessoal. Para encerrar, preparamos um show de stand up comedy no Youtube da Diretoria de Gestão de Pessoas do IF Goiano com o humorista @omarxwillian. Bora participar?#ifgoiano #semanadoservidor",2021-10-19 13:04:00,3
[EVENTO] Faltam só 30 dias para o nosso encontro de egressos. Já anota na agenda para não ficar de fora. Vai ser no dia 18 de novembro no nosso canal no YouTube.#IFGoiano  #Egressos,2021-10-18 20:17:00,1
"[III INTEGRA IF GOIANO] A comissão organizadora do III Integra IF Goiano prorrogou o período de submissão de trabalhos científicos até o dia 25 de outubro. Para fazer a submissão basta acessar o site do evento e preencher o formulário de submissão. As apresentações de trabalhos científicos acontecerão nos dias 01 e 02 de dezembro de 2021 das 14h às 17h via Google Meet. As apresentações serão orais, sendo destinados 15 minutos para os bolsistas CNPq e 05 minutos para os demais tipos de bolsas. Os eixos temáticos para submissão de trabalhos são Ensino, Extensão e Pesquisa.#integraifgoiano #evento #ifgoiano",2021-10-18 14:34:00,1
"[PMIPES] Algum estudante interessado em cursar componentes curriculares de suas graduações em outras Instituições Públicas de Ensino Superior de Goiás? Quem quiser deve solicitar inscrição no Programa de Mobilidade Estudantil (Pmipes) até 22 de outubro. O projeto é válido entre IF Goiano, Instituto Federal de Goiás (IFG), Universidade Federal de Goiás (UFG), Universidade Estadual de Goiás (UEG), Universidade de Jataí (UFJ) e Universidade de Catalão (UFCAT). Acesse nosso portal e saiba mais. #ifhgoiano #mobilidadeestudantil",2021-10-18 12:00:00,1
"[WEBINAR] O Sebrae e o IF Goiano - Campus Morrinhos realizam o Webinar:  Mercado dos jogos digitais: desenvolvendo seu jogo. O evento será realizado no dia 18 de outubro de 2021, entre as 14 e 16 horas. Podem participar estudantes de graduação do IF Goiano de qualquer curso. Interessados podem se inscrever até o dia 18 de outubro, pela internet. O objetivo desse evento é apresentar oportunidades que o mercado de jogos digitais oferece. Os conceitos aprendidos em sala de aula que estão inseridos dentro dos jogos, e muitas vezes as pessoas não percebem que elas podem utilizar esse aprendizado para desenvolver ideias de jogos e explorar esse mercado. Acesse o nosso portal e saiba mais. #webinar #ifgoiano #sebrae",2021-10-15 20:44:00,1
"[ENADE] Seu curso está habilitado para o Enade 2021? Então marca aí no seu calendário o dia 19 de outubro. É que iremos promover, às 19h pelo google meet (meet.google.com/str-pffu-eya), uma roda de conversa para os estudantes dos cursos de graduação do IF Goiano habilitados a realizarem as provas do ENADE. O evento vai ter representantes da Pro-reitoria de Ensino e dos Coordenadores dos Cursos habilitados a realização do Enade 2021 e serão discutidos os seguintes assuntos:- O que significa o sistema SINAES para a instituição e para os cursos de graduação? - Qual a importante do conceito do Enade para os cursos habilitados? - Como se preparar para o Enade 2021? #enade #ifgoiano",2021-10-15 20:10:00,1
"[CONCURSO] O IF Goiano - Campus Iporá está selecionando produções de objetos de baixo custo, visando promover a criatividade e a melhoria da qualidade de vida por meio da Cultura Maker. O alvo do concurso são produções de objetos com valor máximo de R$ 50,00 (cinquenta reais). As categorias de particição são: Tecnologia Assistiva: construção que melhora a qualidade de vida de uma pessoa com necessidades específicas (deficientes, amputados, acidentados, portadores de doenças crônicas etc.); Tecnologia Social: construção que melhora a qualidade de vida de um grupo social (pessoas do mesmo bairro, rua ou localidade, ou grupo com mesma necessidade); Pet: construção que melhora a qualidade de vida de algum animal de estimação com necessidades específicas (deficientes, amputados, acidentados, etc.)O concurso é destinado a todos os estudantes do ensino fundamental, médio ou superior das redes municipais, estadual, federal ou privada do estado de Goiás com até 21 anos. O resultado final será conhecido no dia 30 de novembro. Para participar, acesse: https://bit.ly/2YVPlhO#ifgoiano #maker #concurso",2021-10-15 19:28:00,1
Parabéns aos professores que se dedicam com empenho e paixão à arte de ensinar!#IFGoiano #professor #diadosprofessores2021,2021-10-15 11:00:00,1
"[PESQUISA] É pra encher o coração de orgulho!! A gente está com 37 pesquisadores entre os 10 mil cientistas mais influentes da América Latina e dos BRICS, de acordo com a World Scientist and University Rankings 2021. O AD Scientific Index é o primeiro e único estudo que mostra os coeficientes de produtividade total e dos últimos cinco anos de cientistas Esse ranking considerou que o alto número da utilização de artigos como referências para outros autores demonstra o valor e a extensão da contribuição dos pesquisadores do ranking para a comunidade científica. A classificação foi feita a partir de 12 áreas: Agricultura e Silvicultura, Artes, Design e Arquitetura; Negócios e Gestão; Economia; Educação; Engenharia e Tecnologia; História, Filosofia e Teologia; Direito e Estudos Jurídicos; Medicina e Ciências da Saúde; Ciências Naturais; Ciências Sociais e outros. #ifgoiano #pesquisa",2021-10-14 13:42:00,1
"[EXTENSÃO] Nossa unidade de Campos Belos vai desenvolver na Comunidade Quilomnbola do Brejão o projeto “Farinhando”. que potencializará a produção de mandioca na região. O Projeto recebeu R$ 329.550,00 (trezentos e vinte e nome mil, quinhentos e cinquenta reais), por meio Termo de Descentralização de Crédito (TED) nº 3/2021, proveniente do Ministério da Mulher, da Família e dos Direitos Humanos. O Farinhando possibilitará a geração de renda para as famílias cadastradas e será uma fonte de informações para projetos de ensino e pesquisa da unidade. Veja mais no nosso Portal (link na bio). #ifgoiano #farinhando #extensão #camposbelos",2021-10-14 13:13:00,1
"[SEMANA DO LIVRO E DA BIBLIOTECA DO IF GOIANO] O IF Goiano promove, a partir de amanhã, a VII Semana do Livro e da Biblioteca do IF Goiano! O evento ocorrerá em formato 100% online com emissão de certificado!Programação da VII Semana do Livro e da Biblioteca do IF Goiano:• 14/10/202119h. Live no YouTubeApresentação Cultural – Rangel Gonçalves de Souza (IF Goiano – Campus Urutaí)19h30min – Debate - Tema: ""Agenda 2030: fazeres e saberes científicos no contexto das mudanças climáticas""Palestrantes: Francisco Sousa (Estudante Egresso IF Goiano – Campus Trindade);Professor Paulo Vitor Teodoro de Souza (Universidade Federal de Uberlândia - UFU);Mediação: Bibliotecária Poliana Ribeiro Dourado (IF Goiano - Campus Morrinhos) .Se inscreva no canal no YouTube Bibliotecas e IF Goiano e ative as notificações!Link da live: https://tinyurl.com/26su77v4#ifgoiano #VIIsemanadolivroedabiblioteca #bibliotecasifgoiano#agenda2030onu",2021-10-13 20:58:00,2
[FORMULÁRIO] Ajude-nos preenchendo o formulário Raio-x da Permanência. Esse formulário nos auxiliará na identificação de fatores de evasão e retenção no IF Goiano nos cursos do ensino médio e técnico e superior (graduação e pós-graduação) na modalidade presencial e à distancia.. Acesse e participe: https://tinyurl.com/s76dp6tu,2021-10-13 20:24:00,1
O IF Goiano parabeniza a todos os profissionais da área pela data de hoje #IFGoiano #diadotecnicoemalimentos,2021-10-13 16:29:00,1
"[SUBMISSÃO DE TRBAALHOS] Tá chegando o III Integra IF Goiano, e o prazo para submeter trabalhos científicosno evento tá acabando. Não esquece de acessar a página do evento e preencher o formulário de submissão. As apresentações de trabalhos científicos acontecerão nos dias 01 e 02 de dezembro de 2021 das 14h às 17h via Google Meet. Os eixos temáticos para submissão de trabalhos são: Ensino; Extensão; Pesquisa. Clique na imagem e submeta seu trabalho:#integraifgoiano #ifgoiano #submissaodetrabalhos",2021-10-11 13:00:00,1
[FORMULÁRIO] Ajude-nos preenchendo o formulário Raio-x da Permanência. Esse formulário nos auxiliará na identificação de fatores de evasão e retenção no IF Goiano nos cursos do ensino médio e técnico e superior (graduação e pós-graduação) na modalidade presencial e à distancia.. Acesse e participe: https://bit.ly/3oJA3Yw,2021-10-11 12:00:00,1
"[EVENTO] Tá chegando a terceira live mensal do Projeto de Ensino ""Conexão com a @prendizagem"" será dia 14 de outubro, às 17 horas, pelo Google Meet. O encontro terá como tema ""Como vencer a preguiça e se dedicar aos estudos?"".Inscreva-se pelo link https://tinyurl.com/ckbb7dth e participe! Mais informações em nosso portal",2021-10-08 21:42:00,1
"[SERVIDORES] Já estão abertas as inscrições da II Semana de Valorização do Servidor do IF goiano. O evento vai ocorrer entre os dias 24 e 27 de outubro, em comemoração ao Dia do Servidor Público (28/10). A programação completa contará com atividades culturais, corrida e diversas oficinas para servidores e familiares. Acesse nosso portal e inscreva-se. #diadoservidor #ifgoiano",2021-10-08 21:00:00,1
"[SERVIDORES] Já estão abertas as inscrições da II Semana de Valorização do Servidor do IF goiano. O evento vai ocorrer entre os dias 24 e 27 de outubro, em comemoração ao Dia do Servidor Público (28/10). A programação completa contará com atividades culturais, corrida e diversas oficinas para servidores e familiares. Acesse nosso portal e inscreva-se. #diadoservidor #ifgoiano",2021-10-08 21:00:00,1
"[EDITORA IF GOIANO] Divulgamos editais da Editora IF Goiano para captação de obras originais e chamada literária para captação de contos e crônicas. A chamada para originais e obras completas é voltada à comunidade interna do IF Goiano (discentes, docentes, servidores técnico-administrativos e aposentados). A chamada literária é voltada ao público em geral. Interessados pode sem inscrever entre os dias 15 de outubrode 2021 e 31 de janeiro de 2022, por e-mail. Para se inscrever, os autores devem encaminhar todos os documentos para o e-mail: editora@ifgoiano.edu.br. No assunto do e-mail deve constar: ‘Edital 01/2021 Editora IF Goiano – Área do conhecimento: xxxx’, ou  ‘Edital 02/2021 Editora IF Goiano – Título do texto literário’, a depender da área em que o candidato está submetendo seu trabalho. Acesse nosso portal e saiba mais. #editoraifgoiano #ifgoiano",2021-10-08 19:59:00,1
"[SUBMISSÃO DE TRABALHOS] Tá chegando o III Integra IF Goiano, e o prazo para submeter trabalhos científicosno evento tá acabando. Não esquece de acessar a página do evento e preencher o formulário de submissão. As apresentações de trabalhos científicos acontecerão nos dias 01 e 02 de dezembro de 2021 das 14h às 17h via Google Meet. Os eixos temáticos para submissão de trabalhos são: Ensino; Extensão; Pesquisa. Clique na imagem e submeta seu trabalho:#integraifgoiano #ifgoiano #submissaodetrabalhos",2021-10-08 12:00:00,1
"[PMIPES] Algum estudante interessado em cursar componentes curriculares de suas graduações em outras Instituições Públicas de Ensino Superior de Goiás? Quem qiuser deve solicitar inscrição no Programa de Mobilidade Estudantil (Pmipes) no período de 06 a 22 de outubro. O projeto é válido entre IF Goiano, Instituto Federal de Goiás (IFG), Universidade Federal de Goiás (UFG), Universidade Estadual de Goiás (UEG), Universidade de Jataí (UFJ) e Universidade de Catalão (UFCAT). Acesse nosso portal e saiba mais. #ifhgoiano #mobilidadeestudantil",2021-10-07 12:00:00,1
Parabéns a todos os profissionais da área! #ifgoiano #saneamentoambiental #campusrioverde,2021-10-06 15:06:00,1
O IF Goiano parabeniza a todos os profissionais da área pela data de hoje! #ifgoiano #tecnologiaemalimentos #campusmorrinhos #campusurutai,2021-10-06 15:00:00,1
